profit_dfs_nr,profit,arima_size,forecast_days,window_week_start_day,first_forecast_date,last_forecast_date,twitter_sent_regs,btc_tec_regs,,5355.294117
94,668.5,60,20,3,8/13/2018,9/1/2018,TRUE,FALSE,,
95,-249.1929949,60,20,3,8/13/2018,9/1/2018,FALSE,TRUE,,
96,229.7,60,20,3,8/13/2018,9/1/2018,TRUE,TRUE,,
97,-305.5,60,20,4,8/14/2018,9/2/2018,FALSE,FALSE,,
98,709.1,60,20,4,8/14/2018,9/2/2018,TRUE,FALSE,,
99,-84.59299492,60,20,4,8/14/2018,9/2/2018,FALSE,TRUE,,
100,270.3,60,20,4,8/14/2018,9/2/2018,TRUE,TRUE,,
101,-400.6,60,20,5,8/15/2018,9/3/2018,FALSE,FALSE,,
102,614,60,20,5,8/15/2018,9/3/2018,TRUE,FALSE,,
103,-179.6929949,60,20,5,8/15/2018,9/3/2018,FALSE,TRUE,,
104,175.2,60,20,5,8/15/2018,9/3/2018,TRUE,TRUE,,
105,-410.5,60,20,6,8/16/2018,9/4/2018,FALSE,FALSE,,
106,623.9,60,20,6,8/16/2018,9/4/2018,TRUE,FALSE,,
107,-351.9929949,60,20,6,8/16/2018,9/4/2018,FALSE,TRUE,,
108,185.1,60,20,6,8/16/2018,9/4/2018,TRUE,TRUE,,
109,-1110.8,60,20,7,8/17/2018,9/5/2018,FALSE,FALSE,,
110,1233.4,60,20,7,8/17/2018,9/5/2018,TRUE,FALSE,,
111,-1052.292995,60,20,7,8/17/2018,9/5/2018,FALSE,TRUE,,
112,794.6,60,20,7,8/17/2018,9/5/2018,TRUE,TRUE,,
113,271.8,70,20,1,8/21/2018,9/9/2018,FALSE,FALSE,,
114,572.288832,70,20,1,8/21/2018,9/9/2018,TRUE,FALSE,,
115,622.8,70,20,1,8/21/2018,9/9/2018,FALSE,TRUE,,
116,431,70,20,1,8/21/2018,9/9/2018,TRUE,TRUE,,
117,123.6,70,20,2,8/22/2018,9/10/2018,FALSE,FALSE,,
118,424.088832,70,20,2,8/22/2018,9/10/2018,TRUE,FALSE,,
119,474.6,70,20,2,8/22/2018,9/10/2018,FALSE,TRUE,,
120,282.8,70,20,2,8/22/2018,9/10/2018,TRUE,TRUE,,
121,-15.7,70,20,3,8/23/2018,9/11/2018,FALSE,FALSE,,
122,563.388832,70,20,3,8/23/2018,9/11/2018,TRUE,FALSE,,
123,335.3,70,20,3,8/23/2018,9/11/2018,FALSE,TRUE,,
124,191.5,70,20,3,8/23/2018,9/11/2018,TRUE,TRUE,,
125,-220.6167218,70,20,4,8/24/2018,9/12/2018,FALSE,FALSE,,
126,358.4721102,70,20,4,8/24/2018,9/12/2018,TRUE,FALSE,,
127,130.3832782,70,20,4,8/24/2018,9/12/2018,FALSE,TRUE,,
128,-13.41672182,70,20,4,8/24/2018,9/12/2018,TRUE,TRUE,,
129,102.3665564,70,20,5,8/25/2018,9/13/2018,FALSE,FALSE,,
130,368.288832,70,20,5,8/25/2018,9/13/2018,TRUE,FALSE,,
131,120.5665564,70,20,5,8/25/2018,9/13/2018,FALSE,TRUE,,
132,-3.6,70,20,5,8/25/2018,9/13/2018,TRUE,TRUE,,
133,54.16655636,70,20,6,8/26/2018,9/14/2018,FALSE,FALSE,,
134,416.488832,70,20,6,8/26/2018,9/14/2018,TRUE,FALSE,,
135,150.9665564,70,20,6,8/26/2018,9/14/2018,FALSE,TRUE,,
136,44.6,70,20,6,8/26/2018,9/14/2018,TRUE,TRUE,,
137,47.36655636,70,20,7,8/27/2018,9/15/2018,FALSE,FALSE,,
138,475.088832,70,20,7,8/27/2018,9/15/2018,TRUE,FALSE,,
139,144.1665564,70,20,7,8/27/2018,9/15/2018,FALSE,TRUE,,
140,103.2,70,20,7,8/27/2018,9/15/2018,TRUE,TRUE,,
141,-242.3334436,80,20,1,8/31/2018,9/19/2018,FALSE,FALSE,,
142,-51.788832,80,20,1,8/31/2018,9/19/2018,TRUE,FALSE,,
143,392.8665564,80,20,1,8/31/2018,9/19/2018,FALSE,TRUE,,
144,-51.788832,80,20,1,8/31/2018,9/19/2018,TRUE,TRUE,,
145,-167.925962,80,20,2,9/1/2018,9/20/2018,FALSE,FALSE,,
146,79.8186496,80,20,2,9/1/2018,9/20/2018,TRUE,FALSE,,
147,467.274038,80,20,2,9/1/2018,9/20/2018,FALSE,TRUE,,
148,79.8186496,80,20,2,9/1/2018,9/20/2018,TRUE,TRUE,,
149,283.0665564,80,20,3,9/2/2018,9/21/2018,FALSE,FALSE,,
150,530.811168,80,20,3,9/2/2018,9/21/2018,TRUE,FALSE,,
151,552.6665564,80,20,3,9/2/2018,9/21/2018,FALSE,TRUE,,
152,530.811168,80,20,3,9/2/2018,9/21/2018,TRUE,TRUE,,
153,346.5665564,80,20,4,9/3/2018,9/22/2018,FALSE,FALSE,,
154,594.311168,80,20,4,9/3/2018,9/22/2018,TRUE,FALSE,,
155,410.9665564,80,20,4,9/3/2018,9/22/2018,FALSE,TRUE,,
156,594.311168,80,20,4,9/3/2018,9/22/2018,TRUE,TRUE,,
157,391.7665564,80,20,5,9/4/2018,9/23/2018,FALSE,FALSE,,
158,613.511168,80,20,5,9/4/2018,9/23/2018,TRUE,FALSE,,
159,391.7665564,80,20,5,9/4/2018,9/23/2018,FALSE,TRUE,,
160,613.511168,80,20,5,9/4/2018,9/23/2018,TRUE,TRUE,,
161,607.7665564,80,20,6,9/5/2018,9/24/2018,FALSE,FALSE,,
162,397.511168,80,20,6,9/5/2018,9/24/2018,TRUE,FALSE,,
163,607.7665564,80,20,6,9/5/2018,9/24/2018,FALSE,TRUE,,
164,397.511168,80,20,6,9/5/2018,9/24/2018,TRUE,TRUE,,
165,1404.966556,80,20,7,9/6/2018,9/25/2018,FALSE,FALSE,,
166,-115.088832,80,20,7,9/6/2018,9/25/2018,TRUE,FALSE,,
167,1404.966556,80,20,7,9/6/2018,9/25/2018,FALSE,TRUE,,
168,-115.088832,80,20,7,9/6/2018,9/25/2018,TRUE,TRUE,,
169,1179.966556,90,20,1,9/10/2018,9/29/2018,FALSE,FALSE,,
170,-433.2149632,90,20,1,9/10/2018,9/29/2018,TRUE,FALSE,,
171,537.1665564,90,20,1,9/10/2018,9/29/2018,FALSE,TRUE,,
172,-433.2149632,90,20,1,9/10/2018,9/29/2018,TRUE,TRUE,,
173,1079.866556,90,20,2,9/11/2018,9/30/2018,FALSE,FALSE,,
174,-483.1149632,90,20,2,9/11/2018,9/30/2018,TRUE,FALSE,,
175,587.0665564,90,20,2,9/11/2018,9/30/2018,FALSE,TRUE,,
176,-483.1149632,90,20,2,9/11/2018,9/30/2018,TRUE,TRUE,,
177,1035.366556,90,20,3,9/12/2018,10/1/2018,FALSE,FALSE,,
178,-527.6149632,90,20,3,9/12/2018,10/1/2018,TRUE,FALSE,,
179,542.5665564,90,20,3,9/12/2018,10/1/2018,FALSE,TRUE,,
180,-527.6149632,90,20,3,9/12/2018,10/1/2018,TRUE,TRUE,,
181,1151.283278,90,20,4,9/13/2018,10/2/2018,FALSE,FALSE,,
182,-560.4982414,90,20,4,9/13/2018,10/2/2018,TRUE,FALSE,,
183,658.4832782,90,20,4,9/13/2018,10/2/2018,FALSE,TRUE,,
184,-560.4982414,90,20,4,9/13/2018,10/2/2018,TRUE,TRUE,,
185,1019,90,20,5,9/14/2018,10/3/2018,FALSE,FALSE,,
186,-379.6149632,90,20,5,9/14/2018,10/3/2018,TRUE,FALSE,,
187,526.2,90,20,5,9/14/2018,10/3/2018,FALSE,TRUE,,
188,-428.2149632,90,20,5,9/14/2018,10/3/2018,TRUE,TRUE,,
189,940.7,90,20,6,9/15/2018,10/4/2018,FALSE,FALSE,,
190,-475.7149632,90,20,6,9/15/2018,10/4/2018,TRUE,FALSE,,
191,447.9,90,20,6,9/15/2018,10/4/2018,FALSE,TRUE,,
192,-524.3149632,90,20,6,9/15/2018,10/4/2018,TRUE,TRUE,,
193,1022.9,90,20,7,9/16/2018,10/5/2018,FALSE,FALSE,,
194,-492.5149632,90,20,7,9/16/2018,10/5/2018,TRUE,FALSE,,
195,530.1,90,20,7,9/16/2018,10/5/2018,FALSE,TRUE,,
196,-541.1149632,90,20,7,9/16/2018,10/5/2018,TRUE,TRUE,,
197,277.1149632,100,20,1,9/20/2018,10/9/2018,FALSE,FALSE,,
198,-234.3,100,20,1,9/20/2018,10/9/2018,TRUE,FALSE,,
199,71.1,100,20,1,9/20/2018,10/9/2018,FALSE,TRUE,,
200,-122.3,100,20,1,9/20/2018,10/9/2018,TRUE,TRUE,,
201,207.0330241,100,20,2,9/21/2018,10/10/2018,FALSE,FALSE,,
202,-304.3819391,100,20,2,9/21/2018,10/10/2018,TRUE,FALSE,,
203,207.0330241,100,20,2,9/21/2018,10/10/2018,FALSE,TRUE,,
204,-192.3819391,100,20,2,9/21/2018,10/10/2018,TRUE,TRUE,,
205,853.4,100,20,3,9/22/2018,10/11/2018,FALSE,FALSE,,
206,-194.4,100,20,3,9/22/2018,10/11/2018,TRUE,FALSE,,
207,853.4,100,20,3,9/22/2018,10/11/2018,FALSE,TRUE,,
208,-82.4,100,20,3,9/22/2018,10/11/2018,TRUE,TRUE,,
209,852.5,100,20,4,9/23/2018,10/12/2018,FALSE,FALSE,,
210,-193.5,100,20,4,9/23/2018,10/12/2018,TRUE,FALSE,,
211,852.5,100,20,4,9/23/2018,10/12/2018,FALSE,TRUE,,
212,-81.5,100,20,4,9/23/2018,10/12/2018,TRUE,TRUE,,
213,874.1,100,20,5,9/24/2018,10/13/2018,FALSE,FALSE,,
214,-145.9,100,20,5,9/24/2018,10/13/2018,TRUE,FALSE,,
215,874.1,100,20,5,9/24/2018,10/13/2018,FALSE,TRUE,,
216,-33.9,100,20,5,9/24/2018,10/13/2018,TRUE,TRUE,,
217,759.1,100,20,6,9/25/2018,10/14/2018,FALSE,FALSE,,
218,-11.1,100,20,6,9/25/2018,10/14/2018,TRUE,FALSE,,
219,759.1,100,20,6,9/25/2018,10/14/2018,FALSE,TRUE,,
220,100.9,100,20,6,9/25/2018,10/14/2018,TRUE,TRUE,,
221,1022.4,100,20,7,9/26/2018,10/15/2018,FALSE,FALSE,,
222,536.8,100,20,7,9/26/2018,10/15/2018,TRUE,FALSE,,
223,1022.4,100,20,7,9/26/2018,10/15/2018,FALSE,TRUE,,
224,648.8,100,20,7,9/26/2018,10/15/2018,TRUE,TRUE,,
